Name,intensity_x,intensity_y,unnormalized_intensity,label
seq1001_all_clean_seqs_gap0_no20_0.4,814.6489989812251,1236.084398055172,1181.7423084094748,cooperative
seq1002_all_clean_seqs_gap0_no20_0.4,1366.38295800365,2360.042915632365,2145.165578754645,cooperative
seq1003_all_clean_seqs_gap0_no20_0.4,1517.15207722665,2618.7568622475665,2366.927354330855,cooperative
seq1004_all_clean_seqs_gap0_no20_0.4,856.8007610882686,1984.2654268188362,1823.0604729761649,cooperative
seq1005_all_clean_seqs_gap0_no20_0.4,876.8348786535055,1277.6557218947282,1217.375990738265,cooperative
seq1008_all_clean_seqs_gap0_no20_0.4,1232.62239592112,1720.1432739146294,1596.66294642857,ambiguous
seq1009_all_clean_seqs_gap0_no20_0.4,1146.35723185314,1825.1477952647062,1686.669648435855,cooperative
seq1010_all_clean_seqs_gap0_no20_0.4,904.260206158414,2205.734625405309,2012.89717624066,cooperative
seq1017_all_clean_seqs_gap0_no20_0.4,894.9533485430716,1587.652725859598,1483.096053077245,cooperative
seq1019_all_clean_seqs_gap0_no20_0.4,706.5688525934154,924.3143294108025,914.502428616965,cooperative
seq101_all_clean_seqs_gap0_no20_0.4,716.3998908495539,1793.9473994514478,1659.92561215659,cooperative
seq1020_all_clean_seqs_gap0_no20_0.4,773.8960381914294,1733.7338452241913,1608.3123733888651,cooperative
seq1026_all_clean_seqs_gap0_no20_0.4,724.681972185759,1212.6016557030875,1161.613611416025,cooperative
seq1030_all_clean_seqs_gap0_no20_0.4,1225.4193290122848,2335.8979327782827,2124.4692292186746,cooperative
seq1032_all_clean_seqs_gap0_no20_0.4,782.5840707750051,938.8459615734325,926.9585044975524,ambiguous
seq1034_all_clean_seqs_gap0_no20_0.4,1029.849413173655,2277.0159571021095,2073.997379338835,cooperative
seq1035_all_clean_seqs_gap0_no20_0.4,1053.540446841295,2520.159767364605,2282.412904630845,cooperative
seq1036_all_clean_seqs_gap0_no20_0.4,795.0968605380809,974.6846886064177,957.6783781077945,independent
seq1039_all_clean_seqs_gap0_no20_0.4,1183.45762526963,1359.826808881131,1287.8105629348502,independent
seq1040_all_clean_seqs_gap0_no20_0.4,2141.5223906165,2486.325048148124,2253.4108059510654,independent
seq1041_all_clean_seqs_gap0_no20_0.4,781.6430497955396,1959.7426135384285,1802.04025861843,cooperative
seq1042_all_clean_seqs_gap0_no20_0.4,747.6444805992965,2360.899069841347,2145.8994482658754,cooperative
seq1044_all_clean_seqs_gap0_no20_0.4,767.514412845966,874.8258737109722,872.0824201477575,independent
seq1046_all_clean_seqs_gap0_no20_0.4,2251.7085526611754,3583.9769923649283,3194.2848767109404,cooperative
seq1048_all_clean_seqs_gap0_no20_0.4,1101.180577765415,1544.0012630057145,1445.679338456235,ambiguous
seq1049_all_clean_seqs_gap0_no20_0.4,977.5026908635796,1418.3927128898845,1338.0114857344402,cooperative
seq1050_all_clean_seqs_gap0_no20_0.4,802.7092156862745,1193.6756863255619,1145.39084249084,cooperative
seq1051_all_clean_seqs_gap0_no20_0.4,729.543639847104,1894.5442140322039,1746.1541611413104,cooperative
seq1056_all_clean_seqs_gap0_no20_0.4,965.7349961100686,1094.220058645496,1060.1404844257524,independent
seq1057_all_clean_seqs_gap0_no20_0.4,842.8164522177681,916.1694778183212,907.5209080047816,independent
seq1059_all_clean_seqs_gap0_no20_0.4,1882.2298186919954,2799.2879450022633,2521.673142032525,cooperative
seq1060_all_clean_seqs_gap0_no20_0.4,737.9674577908036,943.0461270551233,930.5587594011624,cooperative
seq1061_all_clean_seqs_gap0_no20_0.4,1020.4694455092792,1024.1401864370378,1000.0701360876456,independent
seq1063_all_clean_seqs_gap0_no20_0.4,841.936976485526,1373.6307659668562,1299.6428977330247,cooperative
seq1065_all_clean_seqs_gap0_no20_0.4,817.1026137322815,8590.1799387205,7485.450733068501,cooperative
seq1069_all_clean_seqs_gap0_no20_0.4,682.275103903085,4552.933551124437,4024.845152791925,cooperative
seq106_all_clean_seqs_gap0_no20_0.4,980.2311994626571,1027.0825435843399,1002.592235703464,independent
seq1070_all_clean_seqs_gap0_no20_0.4,890.6666544435805,1090.708828237739,1057.1307638448998,cooperative
seq1074_all_clean_seqs_gap0_no20_0.4,1385.9574771717,2552.877248308324,2310.45734043102,cooperative
seq1075_all_clean_seqs_gap0_no20_0.4,1742.5406215042049,3597.479038386389,3205.8584224698952,cooperative
seq1076_all_clean_seqs_gap0_no20_0.4,857.2949775249419,823.8959373792304,828.4268180486986,independent
seq1079_all_clean_seqs_gap0_no20_0.4,713.003124014559,968.7268761085878,952.5715213056986,cooperative
seq1082_all_clean_seqs_gap0_no20_0.4,761.4230671366105,1086.2714522013277,1053.32717922332,cooperative
seq1084_all_clean_seqs_gap0_no20_0.4,2209.139857009415,5794.0162839688455,5088.663760460211,independent
seq1085_all_clean_seqs_gap0_no20_0.4,671.2629382889199,1304.657523797417,1240.521119217185,cooperative
seq1086_all_clean_seqs_gap0_no20_0.4,754.924525613394,1864.0905352648465,1720.05018814475,cooperative
seq1088_all_clean_seqs_gap0_no20_0.4,1214.0244536617,5518.65135871806,4852.62926926268,cooperative
seq108_all_clean_seqs_gap0_no20_0.4,988.071762489179,827.0360585463937,831.1184350050519,independent
seq1091_all_clean_seqs_gap0_no20_0.4,642.36660371153,1363.5294681767116,1290.98437057253,cooperative
seq1092_all_clean_seqs_gap0_no20_0.4,789.0969549395891,1357.675770919213,1285.96675820763,cooperative
seq1094_all_clean_seqs_gap0_no20_0.4,904.6124337241786,1528.353003381269,1432.266123264725,cooperative
seq1096_all_clean_seqs_gap0_no20_0.4,1922.46371527778,2350.286910678552,2136.8030261772,cooperative
seq1098_all_clean_seqs_gap0_no20_0.4,1414.026603078025,1965.2409942471822,1806.75330437696,cooperative
seq1101_all_clean_seqs_gap0_no20_0.4,905.9231840400134,1623.5077418944118,1513.82988912753,cooperative
seq1102_all_clean_seqs_gap0_no20_0.4,961.105983824734,1087.8729603399206,1054.69994359517,independent
seq1103_all_clean_seqs_gap0_no20_0.4,807.7900447011315,885.2421396541142,881.0109284892922,independent
seq1105_all_clean_seqs_gap0_no20_0.4,821.7826720058245,1431.7987116718955,1349.502702702705,cooperative
seq1106_all_clean_seqs_gap0_no20_0.4,935.6340609677904,928.4989926135295,918.0893954355935,independent
seq1107_all_clean_seqs_gap0_no20_0.4,1018.2113959374385,3284.80512879885,2937.8437975389097,cooperative
seq1109_all_clean_seqs_gap0_no20_0.4,943.9803468208095,823.5241363304879,828.1081214271635,independent
seq110_all_clean_seqs_gap0_no20_0.4,703.3042801063696,914.3031782815293,905.9211724495444,cooperative
seq1110_all_clean_seqs_gap0_no20_0.4,717.4140321453935,871.2272523612248,868.9977906927656,cooperative
seq1111_all_clean_seqs_gap0_no20_0.4,667.3714358255461,1711.8964159559346,1589.5939890423451,cooperative
seq1116_all_clean_seqs_gap0_no20_0.4,928.7782380506089,1023.4769605613959,999.5016389126201,independent
seq1117_all_clean_seqs_gap0_no20_0.4,1331.332146226415,2086.2305674291792,1910.461909676675,cooperative
seq1118_all_clean_seqs_gap0_no20_0.4,911.3002512562815,953.0689369248637,939.1500090885335,independent
seq1119_all_clean_seqs_gap0_no20_0.4,657.6153220181354,869.4355343604284,867.461984176005,cooperative
seq1120_all_clean_seqs_gap0_no20_0.4,824.2665983606555,871.0584529298748,868.8531009220663,independent
seq1121_all_clean_seqs_gap0_no20_0.4,830.8828917642224,4465.193166140487,3949.636746680285,cooperative
seq1123_all_clean_seqs_gap0_no20_0.4,779.515625,2304.9044090144516,2097.902517407605,cooperative
seq1124_all_clean_seqs_gap0_no20_0.4,5967.956145027995,10199.296329020099,8864.736668327214,ambiguous
seq1126_all_clean_seqs_gap0_no20_0.4,965.0536348587787,1559.256559419048,1458.7557174602398,cooperative
seq1130_all_clean_seqs_gap0_no20_0.4,937.5520461949304,1433.4715408295003,1350.93660129642,cooperative
seq1131_all_clean_seqs_gap0_no20_0.4,832.750367647059,870.5891948185035,868.450867052023,independent
seq1132_all_clean_seqs_gap0_no20_0.4,993.67086614173,1287.0420747428293,1225.4216887031903,independent
seq1134_all_clean_seqs_gap0_no20_0.4,704.5791823850949,959.9921559995527,945.0843832295211,cooperative
seq1135_all_clean_seqs_gap0_no20_0.4,840.5769693106271,1130.6177464011398,1091.3394822732298,cooperative
seq1136_all_clean_seqs_gap0_no20_0.4,776.4308841137095,6793.456541171597,5945.3537414965995,cooperative
seq1137_all_clean_seqs_gap0_no20_0.4,2837.0171378578207,4304.948048725905,3812.2794753379294,cooperative
seq1138_all_clean_seqs_gap0_no20_0.4,1189.07433577613,3935.6520876365826,3495.73013922464,cooperative
seq1140_all_clean_seqs_gap0_no20_0.4,1371.528964388375,1913.2558227256081,1762.19318656698,independent
seq1142_all_clean_seqs_gap0_no20_0.4,792.2341398197266,1190.6604008089473,1142.80623088106,cooperative
seq1143_all_clean_seqs_gap0_no20_0.4,728.8501643835616,878.066180865984,874.8599135048376,independent
